0,0.6996593400
1,0.7027137300
2,0.7057481200
3,0.7087154800
4,0.7116617500
5,0.7146080200
6,0.7175542900
7,0.7205005600
8,0.7234268300
9,0.7263460700
10,0.7292653100
11,0.7321845500
12,0.7351037900
13,0.7380230300
14,0.7409422700
15,0.7438615100
16,0.7467807500
17,0.7496999900
18,0.7526192300
19,0.7555384700
20,0.7584577100
21,0.7613769500
22,0.7642961900
23,0.7672154300
24,0.7701346700
25,0.7730539100
26,0.7759731500
27,0.7788923900
28,0.7818116300
29,0.7847308700
30,0.7876501100
31,0.7905693500
32,0.7934885900
33,0.7964078300
34,0.7993270700
35,0.8022463100
36,0.8051655500
37,0.8080847900
38,0.8110040300
39,0.8139232700
40,0.8168425100
41,0.8197617500
42,0.8226809900
43,0.8256002300
44,0.8285194700
45,0.8314387100
46,0.8343579500
47,0.8372771900
48,0.8401964300
49,0.8431156700
50,0.8460349100
51,0.8489541500
52,0.8518733900
53,0.8547926300
54,0.8577118700
55,0.8606311100
56,0.8635503500
57,0.8664695900
58,0.8693888300
59,0.8723080700
60,0.8752273100
61,0.8781465500
62,0.8810657900
63,0.8839850300
64,0.8869042700
65,0.8898235100
66,0.8927427500
67,0.8956619900
68,0.8985812300
69,0.9015004700
70,0.9044197100
71,0.9073389500
72,0.9102581900
73,0.9131774300
74,0.9160966700
75,0.9190159100
76,0.9219151500
77,0.9247873600
78,0.9276525400
79,0.9304977200
80,0.9333158700
81,0.9360869900
82,0.9388040500
83,0.9415070500
84,0.9442100500
85,0.9468730500
86,0.9495019900
87,0.9519739000
88,0.9543595700
89,0.9566982100
90,0.9590227900
91,0.9613273700
92,0.9635849200
93,0.9656484100
94,0.9674686300
95,0.9689855800
96,0.9701981700
97,0.9711534300
98,0.9719854200
99,0.9727763200
100,0.9735401900
101,0.9742770300
102,0.9749668400
103,0.9755825900
104,0.9761772500
105,0.9767519100
106,0.9772595400
107,0.9777460800
108,0.9781726200
109,0.9785580700
110,0.9789164900
111,0.9792278800
112,0.9795252100
113,0.9798225400
114,0.9800998700
115,0.9803701700
116,0.9806404700
117,0.9808907700
118,0.9811340400
119,0.9813773100
120,0.9816205800
121,0.9818638500
122,0.9821071200
123,0.9823503900
124,0.9825936600
125,0.9828369300
126,0.9830802000
127,0.9833234700
128,0.9835667400
129,0.9838100100
130,0.9840532800
131,0.9842965500
132,0.9845398200
133,0.9847830900
134,0.9850263600
135,0.9852696300
136,0.9855129000
137,0.9857561700
138,0.9859994400
139,0.9862427100
140,0.9864859800
141,0.9867292500
142,0.9869725200
143,0.9872157900
144,0.9874590600
145,0.9877023300
146,0.9879456000
147,0.9881888700
148,0.9884321400
149,0.9886754100
150,0.9889186800
151,0.9891619500
152,0.9894052200
153,0.9896484900
154,0.9898917600
155,0.9901350300
156,0.9903783000
157,0.9906215700
158,0.9908648400
159,0.9911081100
160,0.9913513800
161,0.9915946500
162,0.9918379200
163,0.9920811900
164,0.9923244600
165,0.9925677300
166,0.9928110000
167,0.9930542700
168,0.9932975400
169,0.9935408100
170,0.9937840800
171,0.9940273500
172,0.9942706200
173,0.9945138900
174,0.9947571600
175,0.9950004300
176,0.9952437000
177,0.9954869700
178,0.9957302400
179,0.9959735100
180,0.9962167800
181,0.9964600500
182,0.9967033200
183,0.9969465900
184,0.9971898600
185,0.9974331300
186,0.9976764000
187,0.9979196700
188,0.9981629400
189,0.9984062100
190,0.9986494800
191,0.9988927500
192,0.9991360200
193,0.9993792900
194,0.9996225600
195,0.9998658300
196,1.0001091000
197,1.0003523700
198,1.0005956400
199,1.0008389100
200,1.0010821800
201,1.0013254500
202,1.0015687200
203,1.0018119900
204,1.0020552600
205,1.0022985300
206,1.0025418000
207,1.0027850700
208,1.0030283400
209,1.0032716100
210,1.0035148800
211,1.0037581500
212,1.0040014200
213,1.0042446900
214,1.0044879600
215,1.0047312300
216,1.0049745000
217,1.0052177700
218,1.0054610400
219,1.0057043100
